,lr,knn,ridge,rf,gb,adaboost,xgb,catboost,mpl
mae,0.009303334747322863,0.010225058177859734,0.009249479803812095,0.009374221723087448,0.009678395730616482,0.012168026352815935,0.011255774317015719,0.010940878111451906,0.010647213123868298
mase,0.7193226605217832,0.7905892083056129,0.7151586610204684,0.7248035562853155,0.7483219249455767,0.9408171722430416,0.8702829413161093,0.8459355451913426,0.8232297213219474
zbmae,1.0028856500783525,1.1022460651265609,0.9970801672595953,1.0105271606444655,1.0433166662962399,1.3116951448539373,1.2133557320727228,1.1794103894185797,1.1477537404881748
smape,173.828595514705,146.1967340357126,180.25182130488565,170.7627114311895,160.6451180399285,148.69889775644145,147.20616424644916,154.58002154253788,153.80884392151904
mda,51.127819548872175,33.83458646616541,52.38095238095239,52.88220551378446,51.8796992481203,47.368421052631575,53.88471177944862,54.13533834586466,53.1328320802005
dmda,50.5,53.75,51.0,50.0,51.25,47.0,52.0,45.5,47.75
