,lr,knn,ridge,rf,gb,adaboost,xgb,catboost,mpl
mae,0.008602798093729016,0.009954799444320768,0.008576911032623695,0.009130750442540435,0.009614810454495144,0.01103112147198252,0.010648032937751978,0.011149881443429608,0.008901822452094824
mase,0.6833263178718482,0.7907167383596976,0.6812700903569288,0.7252619451636334,0.7637111731931892,0.8762097558632226,0.8457807634978782,0.8856429441253835,0.7070780334799416
zbmae,0.9941866011835053,1.1504313035344917,0.9911949502096565,1.0551996745502144,1.1111403083778177,1.2748169890755712,1.2305451738301731,1.2885415437010828,1.0287434985180466
smape,159.76794878930573,155.3970753883797,165.7890216614448,168.20135396778156,162.4998647534472,157.86140915292782,143.1724232374524,148.87615437947784,158.89718547304008
mda,55.388471177944865,25.563909774436087,57.393483709273184,49.87468671679198,46.365914786967416,47.86967418546366,52.88220551378446,45.86466165413533,57.14285714285714
dmda,54.25,52.5,55.5,51.0,48.5,50.0,55.0,48.5,48.75
